(1000000, 0.276279)
(2000000, 0.489090)
(3000000, 1.099069)
(4000000, 1.234358)
(5000000, 1.306921)
(6000000, 1.500157)
(7000000, 1.722569)
(8000000, 2.209187)
(9000000, 2.272973)
(10000000, 2.562001)
(11000000, 2.797665)
(12000000, 3.063699)
(13000000, 3.329445)
(14000000, 3.597041)
(15000000, 3.840118)
(16000000, 4.109096)
(17000000, 4.427488)
(18000000, 4.708319)
(19000000, 4.962866)
(20000000, 5.265104)
(21000000, 5.775465)
(22000000, 5.802065)
(23000000, 6.055480)
(24000000, 6.340111)
(25000000, 7.330441)
(26000000, 7.015538)
(27000000, 7.174870)
(28000000, 7.446936)
(29000000, 7.757637)
(30000000, 7.956727)
(31000000, 8.430984)
(32000000, 8.499528)
(33000000, 9.231654)
(34000000, 9.269139)
(35000000, 9.464254)
(36000000, 10.653708)
(37000000, 10.159373)
(38000000, 10.285968)
(39000000, 10.602694)
(40000000, 11.187520)
(41000000, 11.448282)
(42000000, 11.417999)
(43000000, 11.726620)
(44000000, 12.330646)
(45000000, 12.294206)
(46000000, 12.981609)
(47000000, 13.302930)
(48000000, 13.221754)
(49000000, 13.422900)
(50000000, 14.226069)
(51000000, 13.967398)
(52000000, 14.584108)
(53000000, 14.970872)
(54000000, 15.720891)
(55000000, 15.360377)
(56000000, 15.974079)
(57000000, 16.772496)
(58000000, 16.498734)
(59000000, 16.420843)
(60000000, 16.628409)
(61000000, 17.332833)
(62000000, 17.381472)
(63000000, 17.796591)
(64000000, 17.702456)
(65000000, 17.856145)
(66000000, 19.391292)
(67000000, 18.896681)
(68000000, 19.771626)
(69000000, 19.614195)
(70000000, 19.665857)
(71000000, 19.952602)
(72000000, 20.278730)
(73000000, 20.520171)
(74000000, 21.701927)
(75000000, 21.100729)
(76000000, 21.322577)
(77000000, 22.267384)
(78000000, 22.054091)
(79000000, 22.995020)
(80000000, 23.262557)
(81000000, 22.839755)
(82000000, 23.133604)
(83000000, 23.403050)
(84000000, 24.450538)
(85000000, 24.975301)
(86000000, 25.073954)
(87000000, 25.199503)
(88000000, 25.491949)
(89000000, 25.656233)
(90000000, 25.918661)
(91000000, 25.940696)
(92000000, 26.833321)
(93000000, 26.687293)
(94000000, 26.890672)
(95000000, 27.072235)
(96000000, 27.304468)
(97000000, 27.885433)
(98000000, 28.843465)
(99000000, 29.293116)
(100000000, 29.230896)
(110000000, 31.638570)
(120000000, 34.683207)
(130000000, 37.836057)
(140000000, 41.745684)
(150000000, 43.834284)
(160000000, 47.197643)
(170000000, 50.331631)
(180000000, 55.159684)
(190000000, 56.834838)
(200000000, 60.284455)
(210000000, 63.191668)
(220000000, 65.843402)
(230000000, 69.130056)
(240000000, 71.396590)
(250000000, 74.714030)
(260000000, 77.661316)
(270000000, 81.339780)
(280000000, 85.446383)
(290000000, 88.545893)
(300000000, 91.570648)
(310000000, 94.935369)
(320000000, 97.944185)
(330000000, 101.672150)
(340000000, 106.229738)
(350000000, 109.133877)
(360000000, 112.736308)
(370000000, 114.713942)
(380000000, 117.777475)
(390000000, 121.934465)
(400000000, 125.471909)
(420000000, 133.036718)
(430000000, 134.733778)
